pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitcher_545333,pitcher_571578,pitcher_572971,pitcher_596001,pitcher_605400
FT,0,1,0,0,0,1,6,39,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FF,0,0,0,0,0,1,6,39,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
CU,0,0,0,0,0,0,6,38,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,1,0,2,5,37,6,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,1,0,2,5,37,5,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,2,0,1,0,2,5,37,4,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,2,0,1,0,2,5,37,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,1,0,1,0,2,5,37,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,1,0,2,5,37,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,0,0,0,1,1,5,36,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,0,0,0,1,1,5,36,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,0,0,0,1,1,5,36,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,1,0,0,1,0,5,35,4,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,0,0,0,1,0,5,35,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,1,0,5,35,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,1,0,5,35,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
FF,3,0,0,0,0,0,5,34,4,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,0,0,0,0,0,5,34,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,0,5,34,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,0,5,34,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FT,3,2,0,0,0,2,5,33,7,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,0,0,2,5,33,6,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,1,2,0,0,0,2,5,33,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,2,0,0,0,2,5,33,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,0,0,2,5,33,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,0,1,0,0,0,2,5,33,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,2,5,33,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,0,0,1,5,32,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,5,32,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CU,0,0,0,0,0,0,5,31,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CU,3,2,0,0,0,2,4,30,7,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
SI,3,2,0,0,0,2,4,30,6,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,2,2,0,0,0,2,4,30,5,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
CU,2,1,0,0,0,2,4,30,4,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,2,4,30,3,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
CH,1,0,0,0,0,2,4,30,2,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,2,4,30,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,1,1,0,0,0,1,4,29,3,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,1,4,29,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,1,4,29,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,0,1,0,0,0,0,4,28,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,4,28,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,1,1,2,4,27,4,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,1,1,2,4,27,3,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,1,1,2,4,27,2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,1,1,2,4,27,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,1,1,1,4,26,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,2,0,1,1,1,4,26,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,1,1,1,4,26,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,0,0,1,1,1,4,26,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,1,1,1,4,26,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,1,0,0,1,1,0,4,25,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,1,1,0,4,25,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,3,2,0,0,1,0,4,24,7,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,1,0,4,24,6,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,0,1,0,4,24,5,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,1,0,0,1,0,4,24,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,0,0,0,1,0,4,24,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,0,0,0,1,0,4,24,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,1,0,4,24,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,3,2,0,0,0,0,4,23,9,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,0,4,23,8,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
FF,2,2,0,0,0,0,4,23,7,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
SL,2,2,0,0,0,0,4,23,6,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FT,2,2,0,0,0,0,4,23,5,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FF,2,1,0,0,0,0,4,23,4,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
SL,1,1,0,0,0,0,4,23,3,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FT,0,1,0,0,0,0,4,23,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FF,0,0,0,0,0,0,4,23,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FF,1,1,0,0,0,2,3,22,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,2,3,22,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,0,0,0,0,2,3,22,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,1,3,21,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,2,0,0,0,0,3,20,4,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,1,0,0,0,0,3,20,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,0,0,3,20,2,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,3,20,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FT,1,2,0,1,0,2,3,19,4,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,1,0,2,3,19,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,1,0,2,3,19,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,1,0,2,3,19,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,1,0,0,0,2,3,18,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,0,0,0,0,0,2,3,18,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,3,17,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,1,0,0,0,0,3,16,3,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CU,0,1,0,0,0,0,3,16,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,3,16,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,2,0,0,1,2,2,15,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,1,2,2,15,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,1,2,2,15,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,2,2,0,0,0,2,2,14,5,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,2,1,0,0,0,2,2,14,4,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,1,0,0,0,2,2,14,3,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,2,2,14,2,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,2,2,14,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,2,0,0,0,2,2,13,5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,2,2,13,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,1,1,0,0,0,2,2,13,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,0,2,2,13,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,2,2,13,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,2,2,0,0,0,1,2,12,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,1,2,0,0,0,1,2,12,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,1,2,12,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,0,1,2,12,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,1,2,12,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,0,2,11,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,1,0,1,0,2,2,10,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,1,0,0,1,0,2,2,10,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,1,0,2,2,10,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,1,0,1,2,9,6,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,2,2,0,1,0,1,2,9,5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,1,0,1,2,9,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,1,0,1,0,1,2,9,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,1,0,0,1,0,1,2,9,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,1,0,1,2,9,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,3,2,0,0,0,1,2,8,6,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,1,2,8,5,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
FT,1,2,0,0,0,1,2,8,4,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
CH,1,1,0,0,0,1,2,8,3,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
SL,1,0,0,0,0,1,2,8,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,2,8,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,0,2,7,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,0,0,0,2,7,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,0,2,1,6,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,1,1,0,0,0,1,1,5,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,0,1,1,5,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,1,1,5,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,2,0,0,0,0,1,4,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,0,1,4,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,1,0,0,0,0,1,4,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,2,2,0,0,0,2,1,3,5,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
SL,2,1,0,0,0,2,1,3,4,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
FT,1,1,0,0,0,2,1,3,3,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,0,0,2,1,3,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,0,2,1,3,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,0,0,1,1,2,5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FF,2,1,0,0,0,1,1,2,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CH,1,1,0,0,0,1,1,2,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,1,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,0,1,1,5,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
CU,0,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,2,7,62,5,1,5,1,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
SL,1,2,0,0,0,2,7,62,4,1,5,1,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
SL,1,1,0,0,0,2,7,62,3,1,5,1,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
SL,0,1,0,0,0,2,7,62,2,1,5,1,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
SL,0,0,0,0,0,2,7,62,1,1,5,1,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
FF,2,2,0,0,0,1,7,61,5,1,5,1,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,1,0,0,0,1,7,61,4,1,5,1,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,2,0,0,0,0,1,7,61,3,1,5,1,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,1,7,61,2,1,5,1,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,0,0,0,1,7,61,1,1,5,1,5,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,0,0,7,60,3,1,5,1,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,1,0,0,0,0,7,60,2,1,5,1,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,0,7,60,1,1,5,1,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,1,1,0,2,6,54,4,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,1,0,1,2,6,54,3,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,1,0,1,2,6,54,2,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,1,0,1,2,6,54,1,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,1,0,1,1,6,53,4,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,1,0,1,1,6,53,3,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,1,0,1,1,6,53,2,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,1,0,1,1,6,53,1,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,2,0,1,1,0,6,52,6,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,2,0,1,1,0,6,52,5,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,1,1,0,6,52,4,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,2,0,1,1,0,6,52,3,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,0,1,1,0,6,52,2,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,1,1,0,6,52,1,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,1,0,0,1,0,6,51,5,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,0,0,0,1,0,6,51,4,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,1,0,6,51,3,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,0,6,51,2,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,0,6,51,1,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,0,0,0,0,6,50,4,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,1,0,0,0,0,6,50,3,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,0,0,6,50,2,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,0,6,50,1,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,2,2,1,0,1,2,5,46,5,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,1,0,1,2,5,46,4,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,1,0,1,2,5,46,3,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,1,1,0,1,2,5,46,2,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,0,1,0,1,2,5,46,1,1,4,1,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FT,1,2,1,0,1,1,5,45,4,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,1,1,0,1,1,5,45,3,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,1,0,1,1,5,45,2,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,1,0,1,1,5,45,1,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,0,1,0,0,1,5,44,2,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,1,0,0,1,5,44,1,1,4,1,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,0,0,0,1,1,5,43,3,0,4,0,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,1,5,43,2,0,4,0,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,1,5,43,1,0,4,0,4,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,1,2,0,0,1,0,5,42,4,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,1,0,0,1,0,5,42,3,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,1,0,0,0,1,0,5,42,2,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,1,0,5,42,1,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,2,0,0,0,0,0,5,41,3,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,1,0,0,0,0,0,5,41,2,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FC,0,0,0,0,0,0,5,41,1,0,4,0,4,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,0,1,2,4,34,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,2,0,0,1,2,4,34,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,0,0,1,2,4,34,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,2,4,34,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,1,4,33,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,0,0,0,0,1,0,4,32,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,3,2,0,0,0,0,4,31,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
FF,2,2,0,0,0,0,4,31,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,1,2,0,0,0,0,4,31,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,2,0,0,0,0,4,31,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
SL,0,1,0,0,0,0,4,31,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
KC,0,0,0,0,0,0,4,31,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
CH,2,2,0,0,0,2,3,25,5,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
