pitch_type,balls,strikes,on_3b,on_2b,on_1b,outs_when_up,inning,at_bat_number,pitch_number,home_score,away_score,bat_score,fld_score,stand_L,stand_R,p_throws_L,p_throws_R,inning_topbot_Bot,inning_topbot_Top,if_fielding_alignment_Infield shift,if_fielding_alignment_Standard,if_fielding_alignment_Strategic,of_fielding_alignment_4th outfielder,of_fielding_alignment_Standard,of_fielding_alignment_Strategic,pitcher_545333,pitcher_571578,pitcher_572971,pitcher_596001,pitcher_605400
KC,2,1,0,0,0,0,4,29,4,1,2,1,2,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
FF,2,0,0,0,0,0,4,29,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,0,0,4,29,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,4,29,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,2,2,0,0,1,1,3,25,5,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,0,1,1,3,25,4,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,0,1,1,3,25,3,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,0,0,0,1,1,3,25,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,1,1,3,25,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,3,2,0,0,0,1,3,24,6,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,2,2,0,0,0,1,3,24,5,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,2,1,0,0,0,1,3,24,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,2,0,0,0,0,1,3,24,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,0,0,0,0,1,3,24,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,0,0,0,0,0,1,3,24,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,3,2,0,0,0,0,3,23,6,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,3,1,0,0,0,0,3,23,5,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,2,1,0,0,0,0,3,23,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,2,0,0,0,0,0,3,23,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,0,0,0,0,0,3,23,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,3,23,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,1,1,2,18,4,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,1,0,0,1,1,2,18,3,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,1,1,2,18,2,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,1,1,2,18,1,1,2,1,2,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,1,2,17,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,1,2,0,0,0,0,2,16,4,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,1,0,0,0,0,2,16,3,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,0,0,0,0,0,2,16,2,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,0,0,0,2,16,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,3,2,0,1,0,2,1,10,10,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,2,2,0,1,0,2,1,10,9,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,2,2,0,1,0,2,1,10,8,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,2,2,0,1,0,2,1,10,7,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,1,0,1,2,1,10,6,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
CH,1,2,1,0,1,2,1,10,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,1,0,1,2,1,10,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,2,1,0,1,2,1,10,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,1,0,1,2,1,10,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,1,0,1,2,1,10,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,1,2,0,1,1,1,1,9,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,1,1,1,1,9,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,1,1,1,1,9,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,1,1,1,1,9,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,0,0,1,0,1,1,8,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,1,1,0,0,0,1,1,7,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,1,0,0,0,1,1,7,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,1,1,7,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FT,0,2,0,0,0,0,1,6,4,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
KC,0,2,0,0,0,0,1,6,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,1,0,0,0,0,1,6,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
FF,0,0,0,0,0,0,1,6,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
SL,2,2,0,1,1,2,6,45,6,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,2,2,0,1,1,2,6,45,5,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,2,1,0,1,1,2,6,45,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,1,0,1,1,2,6,45,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,1,0,1,1,2,6,45,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,0,0,1,1,2,6,45,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,0,0,0,0,1,2,6,44,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,3,1,0,0,0,2,6,43,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,2,1,0,0,0,2,6,43,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,1,0,0,0,2,6,43,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,2,6,43,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,2,6,43,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,0,1,0,0,0,1,6,42,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,1,6,42,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,1,0,0,0,0,6,41,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,0,1,0,0,0,0,6,41,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,0,6,41,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,2,0,0,0,2,5,37,5,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,2,0,0,0,2,5,37,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,2,0,0,0,2,5,37,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,1,0,0,0,2,5,37,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,2,5,37,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,1,5,36,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,2,0,0,0,1,5,36,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,1,0,0,0,1,5,36,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,0,0,0,0,1,5,36,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,5,35,8,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,5,35,7,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,2,0,0,0,0,5,35,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,5,35,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,5,35,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,0,5,35,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,1,0,0,0,0,5,35,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,0,5,35,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,2,2,0,0,0,2,4,30,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,2,4,30,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,2,4,30,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,2,4,30,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,2,4,30,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,3,2,0,0,0,1,4,29,6,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CH,2,2,0,0,0,1,4,29,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,1,4,29,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SI,1,1,0,0,0,1,4,29,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,0,1,0,0,0,1,4,29,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,1,4,29,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,4,28,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,1,0,0,0,0,4,28,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,0,0,4,28,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,4,28,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,2,3,24,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,1,0,0,0,2,3,24,3,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,2,3,24,2,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,2,3,24,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,2,2,0,0,0,1,3,23,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,1,0,0,0,1,3,23,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,0,0,0,0,1,3,23,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,0,1,3,23,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,0,0,0,0,0,1,3,23,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,3,22,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
SL,1,1,0,0,0,0,3,22,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,0,0,3,22,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,0,3,22,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,3,0,0,0,1,2,2,17,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,0,0,0,1,2,2,17,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,1,2,2,17,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,0,0,0,1,2,2,17,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,1,1,2,16,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,3,2,0,0,0,1,2,15,6,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,3,1,0,0,0,1,2,15,5,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
FF,3,0,0,0,0,1,2,15,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,2,0,0,0,0,1,2,15,3,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,1,2,15,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,0,0,0,0,0,1,2,15,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,1,2,0,0,0,0,2,14,4,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
CU,1,1,0,0,0,0,2,14,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,0,0,0,0,0,2,14,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,2,14,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,0,0,0,1,1,2,1,10,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,0,0,1,1,1,1,9,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,1,1,1,1,9,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,3,1,0,0,1,1,1,8,5,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,1,0,0,1,1,1,8,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,2,0,0,0,1,1,1,8,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,0,0,0,1,1,1,8,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,1,1,1,8,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,2,0,0,1,0,1,7,5,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,2,1,0,0,1,0,1,7,4,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CU,1,1,0,0,1,0,1,7,3,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,1,0,0,1,0,1,7,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,1,0,1,7,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SI,1,2,0,0,0,0,1,6,4,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
CH,1,1,0,0,0,0,1,6,3,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,1,0,0,0,0,0,1,6,2,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
FF,0,0,0,0,0,0,1,6,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
SL,3,2,0,1,1,2,5,40,8,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,3,2,0,1,1,2,5,40,7,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CH,2,2,0,1,1,2,5,40,6,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,1,1,2,5,40,5,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,1,1,2,5,40,4,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,1,1,2,5,40,3,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CH,0,1,0,1,1,2,5,40,2,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,1,1,2,5,40,1,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,0,1,2,5,39,5,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,2,1,0,0,1,2,5,39,4,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,0,1,2,5,39,3,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,0,1,0,0,1,2,5,39,2,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,1,2,5,39,1,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,3,2,0,0,1,1,5,38,6,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,1,1,5,38,5,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,1,0,0,1,1,5,38,4,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,0,0,0,1,1,5,38,3,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,1,0,0,0,1,1,5,38,2,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,1,1,5,38,1,2,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,1,0,1,0,1,5,37,4,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,1,1,0,0,1,1,5,37,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,0,0,0,1,1,5,37,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,1,1,5,37,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,2,0,0,1,0,5,36,6,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,1,0,5,36,5,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,1,0,5,36,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,1,0,5,36,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,0,1,0,5,36,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,1,0,5,36,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,3,2,0,0,0,0,5,35,6,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,0,5,35,5,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,0,0,5,35,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
SL,1,1,0,0,0,0,5,35,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CH,0,1,0,0,0,0,5,35,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
CU,0,0,0,0,0,0,5,35,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,1,1,2,4,31,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,1,0,1,1,2,4,31,3,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
SL,0,1,0,1,1,2,4,31,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
SL,0,0,0,1,1,2,4,31,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,3,0,0,1,0,2,4,29,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,2,0,0,1,0,2,4,29,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,0,0,1,0,2,4,29,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,1,0,2,4,29,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,2,4,28,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,0,1,4,27,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
FT,0,1,0,0,0,1,4,27,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,0,0,0,0,0,1,4,27,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,3,1,0,0,0,0,4,26,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,1,0,0,0,0,4,26,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,0,0,0,0,0,4,26,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,1,0,0,0,0,0,4,26,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CU,0,0,0,0,0,0,4,26,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,0,2,3,22,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,1,0,0,0,2,3,22,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,0,2,3,22,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,1,2,0,0,1,0,3,21,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,1,0,3,21,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,2,0,0,1,0,3,21,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,0,1,0,0,1,0,3,21,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,0,0,0,0,1,0,3,21,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,0,1,0,0,0,0,3,20,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,0,3,20,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FF,0,2,0,0,0,2,2,16,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
FT,0,2,0,0,0,2,2,16,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
SL,0,1,0,0,0,2,2,16,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
FT,0,0,0,0,0,2,2,16,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
FT,2,2,0,0,0,1,2,15,6,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,2,0,0,0,1,2,15,5,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
SL,2,1,0,0,0,1,2,15,4,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,2,0,0,0,0,1,2,15,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
CU,1,0,0,0,0,1,2,15,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
FT,0,0,0,0,0,1,2,15,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
